"""""",BEAT,Bias,Bias Category (Sheet1),BIAS TYPE (NEW),Category,Conditional Formatting,Definition,GO Number,Incident Date,Incomplete Month Marker,Incomplete Qtr,Map ,Mcpp,Neighborho,PCT,PCT Full,Precinct,PRECINCT,precinct (PCT MAP.shp),Sheet,Specific Bias Type,Table Name,2012,2013,2014,2015,2016,2017,2018,Geometry,Geometry (PCT MAP.shp),Number of Records,Placeholder,St Area Sh,st area sh (PCT MAP.shp),St Length,st length  (PCT MAP.shp)
,E3,Anti-Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-241855,7/2/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E3,Anti-Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-259307,7/14/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E3,Anti-Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-370215,10/4/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,G1,Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-225801,6/20/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,G1,Gay,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-91861,3/14/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,G1,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-70509,2/25/2019,Incomplete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,C3,"Anti-Gay (Male), Political Ideology",MALICIOUS HARASSMENT,Multiple Categories,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-095656,3/17/2020,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2020,Anti-Gay (Male) + Political Ideology,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,C3,Political Ideolgy,MALICIOUS HARASSMENT,Political Ideology,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-095578,3/17/2020,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2020,Anti-Political Ideology,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,E3,Anti-Political Ideology,MALICIOUS HARASSMENT,Political Ideology,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-001817,1/2/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,Anti-Political Ideology,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E1,Anti-Hispanic Or Latino,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-056858,2/14/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,Anti-Hispanic Or Latino,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E2,Anti-Black Or African American,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-003964,1/4/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E3,Anti-Black Or African American,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-076294,2/29/2020,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-036770,1/30/2020,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,G1,Anti-Black Or African American,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-038619,1/31/2020,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E1,Anti-Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-022863,1/19/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,Anti-Gay (Male),2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E1,Anti-Gay (Male),MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-105068,3/26/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,Anti-Gay (Male),2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E2,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-066376,2/22/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E2,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2020-069787,2/24/2020,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2020,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,E3,Anti-Islamic (Muslim),MALICIOUS HARASSMENT,Religion,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-349543,9/18/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,EAST,EAST,W,EAST,E,2019,Anti-Islamic (Muslim),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,225229640.6,20647.66876,68433.63449
,K1,Anti-Hispanic Or Latino,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,B,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2019-320674,8/28/2019,Incomplete Month,Complete Quarters,MCPP Map,KIRKLAND,,WEST,WEST,Unknown,WEST,W,2019,Anti-Hispanic Or Latino,2019,0,0,0,0,0,0,0,,Polygon,1,0,,390396335.5,,115256.614
,D1,Transgender,MALICIOUS HARASSMENT,Gender Identity,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-266985,7/21/2017,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2017,Anti-Transgender,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,K2,Transgender,MALICIOUS HARASSMENT,Gender Identity,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-398611,10/27/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,Anti-Transgender,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,D1,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-304814,8/17/2017,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-380970,10/13/2017,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-310274,8/22/2017,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-459690,12/14/2017,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-475527,12/27/2017,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,K1,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-374780,10/8/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K2,White,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-449089,12/5/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,Anti-White,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K3,White,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-287867,8/5/2017,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2017,Anti-White,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,M2,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-357143,9/25/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,Anti-Black Or African American,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K3,Other Religion,MALICIOUS HARASSMENT,Religion,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-911393,12/14/2017,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2017,Anti-Other Religion,2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,D1,Gay,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-406990,11/1/2017,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2017,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,K1,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-276469,7/28/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K1,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2017-324047,9/1/2017,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2017,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2017,0,0,0,0,0,1,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
